Patient_ID,Gender,City,Country,nombre,apellido1,apellido2,Age,altura_cm,peso_kg,dni,nuss
842,Female,Barcelona,Spain,Sofia,Serra,Jimenez,73,167.4,80.7,64760479T,081967046393
843,Male,Barcelona,Spain,Eric,Delgado,Gisbert,31,175.1,84.2,11737169Q,083147987546
844,Male,Barcelona,Spain,Alejandro,Sanchez,Molina,38,169.5,81.7,48466504F,085615062611
845,Female,Barcelona,Spain,Ana,Alonso,Blanco,62,156.3,57.2,73725200B,088858470304
846,Female,Barcelona,Spain,Montserrat,Puig,Vila,50,160,69.6,78731336J,085935142706
847,Male,Barcelona,Spain,Roberto,Vidales,Roca,71,174.1,80.4,44580912N,082641074842
848,Female,Barcelona,Spain,Laura,Rubio,Pascual,87,170.1,81,85951234G,086828167142
849,Male,Barcelona,Spain,Marc,Dalmau,Pascual,65,172.6,61.8,40966015W,081164592372
850,Male,Barcelona,Spain,Alvaro,Gil,Vidal,39,175.5,76.7,97872666F,083333660704
851,Female,Barcelona,Spain,Beatriz,Gil,Ruiz,51,160.3,81.8,33478795H,082658570410
852,Male,Barcelona,Spain,Jose,Soler,Castro,39,161.7,58.1,87716786F,082588054541
853,Female,Barcelona,Spain,Valeria,Serrano,Castro,38,159.4,58.6,29345361Y,083437748269
854,Male,Barcelona,Spain,Miguel,Cortes,Martinez,75,174.7,69.8,45498096W,083514142843
855,Female,Barcelona,Spain,Claudia,Ramirez,Nuñez,30,155.2,62.9,61305766W,086935344967
856,Female,Barcelona,Spain,Meritxell,Vidal,Perez,37,155.2,76.8,78536181J,084237019781
857,Female,Barcelona,Spain,Valeria,Vidal,Flores,82,173.9,60.9,73659864H,086759285220
858,Male,Barcelona,Spain,Joan,Vidales,Blanco,39,171,90,34117322L,088831649501
859,Female,Barcelona,Spain,Cristina,Fernandez,Cortes,50,162,65.5,13769596W,081451988016
860,Male,Barcelona,Spain,Victor,Serrano,Vidal,34,173.5,82.8,65748168T,088089322443
861,Male,Barcelona,Spain,Pau,Serrano,Soler,80,166.4,80.4,22322435S,088318646106
862,Female,Barcelona,Spain,Aina,Navarro,Font,42,160.4,79.7,55762984J,085893171917
863,Female,Barcelona,Spain,Irene,Vila,Vila,63,162.2,71,98186180P,085507242259
864,Male,Barcelona,Spain,Ricardo,Vidales,Rodriguez,34,168.1,72.9,53002658D,088983499260
865,Female,Barcelona,Spain,Ariadna,Lopez,Gisbert,64,155,65.7,71325585D,081168544215
866,Female,Barcelona,Spain,Elena,Bernat,Blanco,44,159.6,81,25748744Z,083199874361
867,Male,Barcelona,Spain,Juan,Molina,Delgado,22,174.2,82.9,18603541Z,087762054446
868,Female,Barcelona,Spain,Mireia,Iglesias,Serrano,77,157.9,65.9,44436863N,084974823609
869,Male,Barcelona,Spain,Pau,Marin,Riera,46,172.2,62.7,20538967J,084501693678
870,Female,Barcelona,Spain,Valeria,Ferrer,Gomez,77,153.6,61.6,44485403E,088833952138
871,Male,Barcelona,Spain,Pedro,Dalmau,Medina,69,181.7,82.7,49443356A,089206901677
872,Female,Barcelona,Spain,Valeria,Ruiz,Alonso,32,163,62.3,31321451M,083192237128
873,Male,Barcelona,Spain,Marcos,Marti,Molina,66,169,69.3,48216505H,088181816387
874,Female,Barcelona,Spain,Ariadna,Gomez,Ruiz,51,155.6,65.5,39488381A,087764349104
875,Female,Barcelona,Spain,Lucia,Serrano,Soler,27,163.7,81.5,14611519X,087248519167
876,Female,Barcelona,Spain,Ariadna,Navarro,Castillo,33,161.6,52.4,74047685J,081328023935
877,Female,Barcelona,Spain,Aina,Medina,Flores,19,157.9,69.5,47138238Z,081409066930
878,Female,Barcelona,Spain,Elena,Vila,Vila,74,161.4,71.1,17796584N,085055971684
879,Male,Barcelona,Spain,Hugo,Gisbert,Planellas,60,169.6,89.3,57402059Q,084117065440
880,Female,Barcelona,Spain,Helena,Ortiz,Lopez,63,160.9,57.7,76191007B,081723902658
881,Female,Barcelona,Spain,Daniela,Prieto,Fernandez,37,163.4,59.7,97560187Y,088816502444
882,Female,Barcelona,Spain,Ana,Mendez,Fernandez,86,153.7,65,86880708W,087166059164
883,Male,Barcelona,Spain,Joaquin,Navarro,Serra,29,167.3,78.2,16474925W,086762414478
884,Female,Barcelona,Spain,Mireia,Gil,Martinez,61,159.1,78.5,97057339F,085645793019
885,Male,Barcelona,Spain,Joaquin,Ramos,Santos,56,176.8,72.9,79531430Y,085140912968
886,Female,Barcelona,Spain,Monica,Riera,Medina,46,166.3,81.2,79500758Q,089122328084
887,Male,Barcelona,Spain,Marc,Ortiz,Rodriguez,48,172.4,76,32410381T,087362172653
888,Male,Barcelona,Spain,Jordi,Fernandez,Dominguez,89,176.2,89.4,63234766S,085650791852
889,Female,Barcelona,Spain,Esther,Navarro,Lopez,90,164.4,55.6,24654658S,086065258809
890,Female,Barcelona,Spain,Helena,Blanco,Marin,38,157.7,70.4,31130684T,081870283843
891,Female,Barcelona,Spain,Elena,Lopez,Ortiz,68,162.9,67.2,86086942N,081322460680
892,Female,Barcelona,Spain,Noelia,Mendez,Ruiz,76,167.1,64.6,55548792C,086964631691
893,Female,Barcelona,Spain,Martina,Ramos,Vila,46,150.5,46.9,42203308X,083197686104
894,Male,Barcelona,Spain,Mario,Jimenez,Soler,69,178.8,66.9,71773616T,082903050321
895,Female,Barcelona,Spain,Paula,Prieto,Sanchez,41,161.2,56.6,65002148P,089531696578
896,Female,Barcelona,Spain,Maria,Nuñez,Sanchez,83,174.3,70.8,46955641Z,082687415681
897,Male,Barcelona,Spain,Diego,Dominguez,Marti,65,168.2,86.9,85856522Y,082116788428
898,Male,Barcelona,Spain,Oscar,Martinez,Vidal,42,181.6,99.5,50165130Z,089697784325
899,Female,Barcelona,Spain,Lucia,Sanz,Ruiz,53,167.1,60.8,73523751L,084539783760
900,Female,Barcelona,Spain,Laura,Rubio,Vazquez,65,176,97.1,84999063X,084999533650
901,Female,Barcelona,Spain,Helena,Fernandez,Ferrer,67,158.1,68.5,86184738N,084332176983
902,Male,Barcelona,Spain,Albert,Font,Rubio,74,176.5,78,42850477M,088501469480
903,Female,Barcelona,Spain,Miriam,Garcia,Alonso,20,166.9,78.4,43296544X,082245736083
904,Female,Barcelona,Spain,Laura,Cortes,Ferrer,61,155.1,53.5,79617553V,087653227217
905,Female,Barcelona,Spain,Isabel,Cano,Iglesias,51,163,82.9,77226669Y,088053104865
906,Male,Barcelona,Spain,Albert,Rubio,Alonso,39,178.7,72.7,55492011A,084439990463
907,Male,Barcelona,Spain,Marcos,Alonso,Roca,36,184.5,95.9,24656632B,086251146272
908,Male,Barcelona,Spain,Manuel,Jimenez,Iglesias,26,172.1,81.6,56985061P,088757543622
909,Female,Barcelona,Spain,Isabel,Delgado,Alonso,18,163.6,82.3,40827132Q,086904646790
910,Male,Barcelona,Spain,Diego,Planellas,Iglesias,36,165.8,75.7,96497017B,089705709427
911,Female,Barcelona,Spain,Gemma,Cortes,Roca,39,158.9,69.3,51796486A,082030331924
912,Male,Barcelona,Spain,Manuel,Roca,Cortes,70,185.8,84.6,61676760Y,088000326054
913,Female,Barcelona,Spain,Teresa,Blanco,Fernandez,25,165.2,72.9,75431805Q,083021976765
914,Female,Barcelona,Spain,Andrea,Santos,Morales,80,159.9,51.4,60100946Z,087946005347
915,Male,Barcelona,Spain,Hugo,Morales,Delgado,55,164.4,78.3,73543700G,088137567415
916,Female,Barcelona,Spain,Aina,Perez,Sanchez,21,169.8,65.7,23133582K,087130726007
917,Male,Barcelona,Spain,Roberto,Ramirez,Morales,69,168.5,74.5,21826269M,089059210184
918,Female,Barcelona,Spain,Claudia,Dominguez,Pascual,86,153.7,53.2,23777949C,084850534071
919,Female,Barcelona,Spain,Berta,Marti,Delgado,84,158.2,77.1,58218439B,086561712687
920,Male,Barcelona,Spain,Oriol,Gutierrez,Font,88,188.4,79.2,61595645N,087088209085
921,Male,Barcelona,Spain,Mario,Gomez,Gutierrez,70,176.5,67.5,38960547L,088910215457
922,Male,Barcelona,Spain,Juan Carlos,Roca,Pascual,57,166.5,60.9,19856135M,082669039740
923,Female,Barcelona,Spain,Silvia,Puig,Font,81,164,54.8,63420931H,087839379715
924,Male,Barcelona,Spain,Bernat,Cabrera,Castillo,80,170.4,67,78240548E,084404206860
925,Male,Barcelona,Spain,Angel,Ramos,Ramos,25,172.8,84.4,85055486Z,087633592902
926,Female,Barcelona,Spain,Meritxell,Santos,Fernandez,19,158.9,73.5,54792977P,082790479595
927,Female,Barcelona,Spain,Ines,Martinez,Vidal,53,154.6,67.6,53062372S,082199409388
928,Female,Barcelona,Spain,Sofia,Flores,Ramirez,64,149.6,57.8,80626248R,085672059912
929,Male,Barcelona,Spain,Juan,Vila,Perez,30,175,63.5,24803434G,085239471537
930,Female,Barcelona,Spain,Montserrat,Garcia,Vidales,88,165.7,62.8,65329780M,082857520440
931,Female,Barcelona,Spain,Raquel,Cortes,Serrano,85,172.4,78.5,15037568F,083012427218
932,Female,Barcelona,Spain,Helena,Santos,Torres,43,176.5,82.8,77629095R,081574424143
933,Female,Barcelona,Spain,Teresa,Vazquez,Marin,72,158.7,78.3,55880771V,089360955865
934,Female,Barcelona,Spain,Elena,Font,Morales,36,154.2,73.7,32025675S,087829932218
935,Female,Barcelona,Spain,Miriam,Cruz,Jimenez,89,171.1,71.9,45937290B,089062241638
936,Female,Barcelona,Spain,Victoria,Vila,Ramirez,58,155.2,60.6,37016583S,082311760246
937,Male,Barcelona,Spain,Ricardo,Gil,Morales,87,162.8,55,87769977E,087686850346
938,Male,Barcelona,Spain,Javier,Iglesias,Garcia,44,177.5,81.8,20643545X,085550247211
939,Female,Barcelona,Spain,Claudia,Planellas,Serrano,61,155.6,65.9,43712524N,082142099869
940,Female,Barcelona,Spain,Ariadna,Sanchez,Font,54,163.1,59.2,28785411Z,085815215340
941,Male,Barcelona,Spain,Albert,Cruz,Iglesias,90,168.6,63.5,99581809C,081493930311
942,Female,Barcelona,Spain,Carla,Santos,Font,23,170.6,80.8,44928156W,088331511538
943,Female,Barcelona,Spain,Noelia,Dominguez,Cabrera,72,157,60.2,25955495H,089148238303
944,Male,Barcelona,Spain,Angel,Blanco,Marti,25,169,91.1,80152138J,087649111989
945,Male,Barcelona,Spain,Oriol,Roca,Ortega,56,180.8,84.7,42582550M,086278889080
946,Male,Barcelona,Spain,Pau,Cortes,Sanz,70,162,68.9,89255454K,086028163783
947,Female,Barcelona,Spain,Valeria,Alonso,Castillo,48,161.7,62.5,24147463Q,089018411681
948,Female,Barcelona,Spain,Laura,Gil,Rubio,27,154.9,65.6,52725752T,087471038278
949,Female,Barcelona,Spain,Paula,Serra,Nuñez,32,175.8,92.2,41695388E,081954412650
950,Female,Barcelona,Spain,Laia,Iglesias,Cruz,55,153.9,71.3,76006618J,085162084735
951,Female,Barcelona,Spain,Rosa,Lopez,Sanz,37,167.1,73.3,96382295J,083839882886
952,Female,Barcelona,Spain,Ana,Rubio,Torres,62,167,71.2,50242876C,083993275555
953,Female,Barcelona,Spain,Lucia,Martinez,Gomez,38,168.2,65.8,37455281B,087010550279
954,Male,Barcelona,Spain,Marc,Soler,Molina,57,170.7,85.5,24847356L,087037986529
955,Male,Barcelona,Spain,Joaquin,Delgado,Navarro,19,170,77.4,12097949H,083007519220
956,Male,Barcelona,Spain,Jordi,Prieto,Rodriguez,53,176.9,94.1,59412839K,083141130757
957,Male,Barcelona,Spain,Alvaro,Gisbert,Castro,33,168,60.6,36988710H,085357096767
958,Female,Barcelona,Spain,Patricia,Ortiz,Castillo,88,162.1,81.1,30533512T,086350507214
959,Male,Barcelona,Spain,Gonzalo,Ortega,Ortega,72,173.9,86.7,50358121N,087512048060
960,Male,Barcelona,Spain,Juan Carlos,Ruiz,Suarez,22,173.7,62.7,13204677D,082175626305
961,Female,Barcelona,Spain,Julia,Lopez,Vazquez,90,171.3,77.9,76487505Q,082036005515
962,Male,Barcelona,Spain,Ramon,Cano,Riera,80,176.1,90,28880719X,085692081116
963,Male,Barcelona,Spain,Ignacio,Gomez,Fernandez,64,177.4,88.7,36228222W,084273667900
964,Female,Barcelona,Spain,Angela,Castillo,Dalmau,63,164.5,73.2,53196884T,086476448273
965,Male,Barcelona,Spain,Diego,Castillo,Prieto,52,175.4,61.7,63819457T,084429405844
966,Female,Barcelona,Spain,Valeria,Mendez,Soler,27,172.7,70.4,43916595G,084883538121
967,Male,Barcelona,Spain,Guillermo,Dalmau,Gisbert,20,167.9,84.8,86515028E,084046836430
968,Male,Barcelona,Spain,Ivan,Mendez,Ramirez,89,162.8,78.1,74660837P,088477529779
969,Female,Barcelona,Spain,Carmen,Molina,Cortes,64,159.7,60.2,96478096L,087972434716
970,Female,Barcelona,Spain,Elena,Alonso,Serra,84,164.8,67.9,48347549P,083963612046
971,Male,Barcelona,Spain,Vicente,Blanco,Medina,63,183.9,94.2,68579250N,084673971641
972,Female,Barcelona,Spain,Mireia,Rubio,Sanz,52,171.5,92.6,10985521P,089449348632
973,Male,Barcelona,Spain,Carlos,Vazquez,Flores,78,163.8,75.6,80155568Q,089749265558
974,Male,Barcelona,Spain,Pedro,Cabrera,Ortiz,31,175,94,81439339L,081595607125
975,Female,Barcelona,Spain,Martina,Gomez,Prieto,50,171.5,93.7,85312408A,086300190785
976,Female,Barcelona,Spain,Andrea,Moreno,Vazquez,30,164.8,77.9,69222061L,083172231078
977,Female,Barcelona,Spain,Gemma,Perez,Cortes,47,160.4,51.9,56314851H,084619171186
978,Female,Barcelona,Spain,Mireia,Vidales,Cano,77,163.6,68.8,69940572X,082013128770
979,Male,Barcelona,Spain,Raul,Font,Riera,48,174.7,66.7,81765854A,082957219565
980,Female,Barcelona,Spain,Carmen,Flores,Moreno,80,155.8,66.7,35088976S,089078078607
981,Male,Barcelona,Spain,Carlos,Perez,Marti,40,167.2,83.5,90072742G,085847440154
982,Male,Barcelona,Spain,Jose,Prieto,Garcia,57,189.1,106.4,48227880P,086491959684
983,Female,Barcelona,Spain,Martina,Prieto,Suarez,56,163.4,67.5,54620910G,084868514841
984,Female,Barcelona,Spain,Teresa,Mendez,Pascual,85,163.1,61.9,36962773W,084316086505
985,Female,Barcelona,Spain,Andrea,Santos,Castillo,83,157.1,72.3,27484693S,084340759463
986,Female,Barcelona,Spain,Montserrat,Alonso,Ramos,77,173.6,76.4,36875532T,083034998512
987,Male,Barcelona,Spain,Ramon,Cortes,Gil,90,172.3,68.7,65962942T,081370869340
988,Male,Barcelona,Spain,Ignacio,Dominguez,Soler,30,175.3,86.9,14789831A,088775003521
989,Female,Barcelona,Spain,Carmen,Blanco,Morales,84,154.7,71.3,81157440P,082831326093
990,Female,Barcelona,Spain,Maria,Ortiz,Gutierrez,23,166.6,83.4,75158085L,082951264270
991,Male,Barcelona,Spain,Xavier,Marin,Gil,47,162.4,81.4,45781896M,083480143333
992,Male,Barcelona,Spain,Mario,Marti,Cruz,72,189,97.1,60524909H,081148358010
993,Male,Barcelona,Spain,Ruben,Castro,Soler,36,166,62,76400700J,083223062213
994,Male,Barcelona,Spain,Alvaro,Garcia,Perez,35,179.6,93.7,90113192C,089998377524
995,Male,Barcelona,Spain,Ricardo,Delgado,Garcia,23,182,85.5,30510781Q,089602390481
996,Female,Barcelona,Spain,Silvia,Alonso,Morales,38,173.6,79.4,37137518Q,081775357421
997,Male,Barcelona,Spain,Sergio,Nuñez,Ortega,28,184.3,84.6,22046044S,083351091200
998,Female,Barcelona,Spain,Marina,Roca,Martinez,53,153.2,61.1,30583555H,083249027800
999,Female,Barcelona,Spain,Berta,Suarez,Soler,81,160,72.6,91168006P,086375472384
1000,Female,Barcelona,Spain,Ana,Moreno,Ortiz,39,154.5,53.7,58680176T,082075838664
1001,Female,Barcelona,Spain,Victoria,Vazquez,Rubio,52,166.3,57.9,83945416Q,087283660146
1002,Male,Barcelona,Spain,Jose,Font,Blanco,38,187.8,88.9,47787504J,081943288366
1003,Female,Barcelona,Spain,Sara,Molina,Ortega,38,159.4,68.5,93103767C,084886753568
1004,Female,Barcelona,Spain,Monica,Roca,Medina,87,163.9,68.5,34785757M,084905026550
1005,Female,Barcelona,Spain,Isabel,Santos,Sanchez,81,168.7,77.1,35245755A,084335489232
1006,Male,Barcelona,Spain,Miguel,Dalmau,Santos,76,166.3,85.4,39496159F,086894792301
1007,Male,Barcelona,Spain,Oscar,Ramos,Garcia,66,166.7,67.9,58008114K,087740164172
1008,Male,Barcelona,Spain,Bernat,Iglesias,Pascual,45,181.7,72.2,91858901Y,082190686664
1009,Male,Barcelona,Spain,Luis,Riera,Molina,30,177.9,63.5,85532935Y,084668297949
1010,Female,Barcelona,Spain,Claudia,Font,Vila,45,169.2,68.5,16797228Y,081603151907
1011,Female,Barcelona,Spain,Lorena,Roca,Lopez,39,167,59.3,30881881B,084177403379
1012,Male,Barcelona,Spain,Eric,Rodriguez,Dominguez,79,173.2,72.8,70521048N,087095962621
1013,Female,Barcelona,Spain,Patricia,Morales,Delgado,23,155.4,71.6,44200277G,089300907108
1014,Male,Barcelona,Spain,Manuel,Alonso,Castillo,52,185.1,104.5,66167794Z,088783447369
1015,Male,Barcelona,Spain,Juan Carlos,Ramos,Blanco,44,172.1,71,50030897D,084960187521
1016,Female,Barcelona,Spain,Ines,Vazquez,Ramos,35,162.7,76.4,14499066G,082593587278
1017,Male,Barcelona,Spain,Angel,Gomez,Gomez,40,180.8,65.7,54789016A,084685277902
1018,Male,Barcelona,Spain,Fernando,Delgado,Rodriguez,84,176.5,81.7,70471808S,084256058255
1019,Female,Barcelona,Spain,Daniela,Planellas,Gil,30,157.4,66.7,29872384F,084521374170
1020,Male,Barcelona,Spain,Angel,Rodriguez,Marti,23,171.8,72.7,49316436C,089175877239
1021,Female,Barcelona,Spain,Irene,Delgado,Cruz,20,157.2,72.3,63468420N,086497757153
1022,Male,Barcelona,Spain,Manuel,Font,Sanchez,36,160.5,58.9,70653807S,084062807175
1023,Male,Barcelona,Spain,Ricardo,Lopez,Serrano,34,175.4,74.6,63317307D,086158589882
1024,Female,Barcelona,Spain,Marina,Puig,Morales,77,154.6,48.3,18171598B,084170576296
1025,Female,Barcelona,Spain,Raquel,Moreno,Ortega,75,164.3,63.4,81826599M,085777569337
1026,Female,Barcelona,Spain,Marina,Garcia,Castro,65,168.7,79.6,55349667Y,084643315294
1027,Male,Barcelona,Spain,Roberto,Delgado,Iglesias,21,179.2,96.1,93670901C,085937645205
1028,Male,Barcelona,Spain,Fernando,Sanz,Gomez,54,178.1,92.2,79768350A,085413056875
1029,Female,Barcelona,Spain,Gemma,Ferrer,Vila,60,154.8,53,51185247N,082197839810
1030,Female,Barcelona,Spain,Monica,Cabrera,Vila,26,160.9,53.1,62757638E,083909862124
1031,Female,Barcelona,Spain,Claudia,Roca,Medina,19,162.9,58.1,43054261D,087959061648
1032,Female,Barcelona,Spain,Natalia,Marti,Gil,79,161.3,57.3,34874622K,082816667373
1033,Male,Barcelona,Spain,Jose Antonio,Pascual,Serra,57,168.7,65.5,23235311K,083522217081
1034,Male,Barcelona,Spain,Marcos,Marin,Gisbert,42,182.1,74.1,45528947X,087492136384
1035,Male,Barcelona,Spain,Ivan,Medina,Gomez,49,163.2,59.6,24289714N,081052873735
1036,Male,Barcelona,Spain,Ivan,Lopez,Alonso,38,175.6,84.7,99476962F,087693347629
1037,Female,Barcelona,Spain,Alba,Moreno,Nuñez,33,159.9,77.2,94582495D,084008560836
1038,Female,Barcelona,Spain,Berta,Ramirez,Gisbert,46,165.2,75.2,40606763X,084010764554
1039,Male,Barcelona,Spain,Guillermo,Cano,Ramirez,49,179.9,84.8,23729598S,088341706036
1040,Female,Barcelona,Spain,Alba,Garcia,Vidal,68,172.2,73.7,89446724T,084295120660
1041,Female,Barcelona,Spain,Patricia,Navarro,Ramos,59,155.2,63.7,15517799K,088328434820
1042,Male,Barcelona,Spain,Gonzalo,Garcia,Ramos,33,181.3,82.7,12995197J,087118119643
1043,Male,Barcelona,Spain,Carlos,Serra,Medina,53,164,75.4,31821325C,087631512654
1044,Male,Barcelona,Spain,Alejandro,Font,Vazquez,48,179.1,96.2,21850485W,088850941181
1045,Male,Barcelona,Spain,Jose Antonio,Sanchez,Font,38,177.3,86.8,32618408S,083473961605
1046,Male,Barcelona,Spain,Marcos,Ramirez,Marin,57,178.3,76.5,61996869R,087325029535
1047,Male,Barcelona,Spain,Ruben,Ferrer,Vidales,74,166.2,66.8,51641112V,082270545754
1048,Female,Barcelona,Spain,Laia,Sanz,Gisbert,90,165.8,84.4,28564393A,089513377221
1049,Female,Barcelona,Spain,Claudia,Jimenez,Marti,57,162,70.5,48779688T,086433646318
1050,Female,Barcelona,Spain,Victoria,Gisbert,Blanco,75,165.2,67.5,67232205P,088810831580
1051,Female,Barcelona,Spain,Meritxell,Lopez,Planellas,72,159,65,68409875D,089802181785
1052,Male,Barcelona,Spain,Antonio,Ortiz,Serra,72,174.3,66.6,77507515E,081149672661
1053,Male,Barcelona,Spain,Pablo,Marti,Pascual,75,180.5,72.8,56296187F,081299631328
1054,Female,Barcelona,Spain,Alba,Lopez,Blanco,23,162.2,62.3,40229043L,082321845216
1055,Male,Barcelona,Spain,David,Ortiz,Castro,38,172,75.7,41086019S,089120149224
1056,Female,Barcelona,Spain,Meritxell,Garcia,Martinez,29,170.2,62.7,96472567X,083716435838
1057,Male,Barcelona,Spain,Raul,Vidal,Ortiz,47,171.2,66.7,68512558C,086639750096
1058,Female,Barcelona,Spain,Valeria,Serra,Gutierrez,86,163.1,59.1,47709575P,088652437351
1059,Female,Barcelona,Spain,Sara,Cruz,Lopez,53,170.8,72.5,98294145B,088502633985
1060,Female,Barcelona,Spain,Elena,Castillo,Sanz,47,154.9,65.1,20405247S,085935898090
1061,Female,Barcelona,Spain,Meritxell,Prieto,Torres,36,162.9,84.9,95855634Y,087114199833
1062,Female,Barcelona,Spain,Isabel,Ortega,Roca,49,157,69.5,46896153G,089470827361
1063,Female,Barcelona,Spain,Berta,Vila,Suarez,41,151.2,66.8,25901301N,083435533134
1064,Male,Barcelona,Spain,Pedro,Castillo,Flores,59,172.7,60.3,80457098Q,086260762612
1065,Male,Barcelona,Spain,Manuel,Bernat,Medina,35,168.4,69.2,19558049E,081992277208
1066,Female,Barcelona,Spain,Gemma,Planellas,Cortes,79,161.9,81.6,58420675P,085512270596
1067,Female,Barcelona,Spain,Paula,Martinez,Nuñez,87,162.1,64.8,64859931T,082059692612
1068,Male,Barcelona,Spain,Bernat,Ferrer,Suarez,59,167.2,81.8,63744651J,088771030157
1069,Male,Barcelona,Spain,Joaquin,Flores,Sanz,50,174.9,85.5,83312123M,088227482573
1070,Male,Barcelona,Spain,Miguel,Puig,Gil,73,160.8,61.5,40105525B,089908370719
1071,Male,Barcelona,Spain,Juan Carlos,Prieto,Gutierrez,26,167.2,64.1,31003435X,087566107170
1072,Male,Barcelona,Spain,Javier,Vila,Ramirez,74,180.5,99.9,31656163K,081602421474
1073,Male,Barcelona,Spain,Juan Carlos,Dominguez,Santos,79,180.9,89.1,23555565T,085330673664
1074,Male,Barcelona,Spain,Albert,Serra,Ferrer,87,169.7,78.3,76943790G,082945550970
1075,Female,Barcelona,Spain,Monica,Lopez,Medina,66,161.4,80.2,98533666X,086361946544
1076,Male,Barcelona,Spain,Pol,Vazquez,Vidales,63,182.6,79.1,98540374W,088155189887
1077,Male,Barcelona,Spain,Juan Carlos,Vila,Ortiz,68,175.8,95.3,99669485C,087214094574
1078,Female,Barcelona,Spain,Elena,Rodriguez,Soler,62,172.6,82.8,60618330J,081172295485
1079,Male,Barcelona,Spain,Marc,Sanz,Vidales,45,171.6,92.9,64724422F,083181694238
1080,Female,Barcelona,Spain,Paula,Ferrer,Font,32,159.2,57.8,83376418S,088543211210
1081,Female,Barcelona,Spain,Carla,Planellas,Lopez,62,151.3,65.4,64493065F,088561587858
1082,Female,Barcelona,Spain,Elena,Navarro,Sanchez,90,170.1,73.2,11844708F,083009346961
1083,Female,Barcelona,Spain,Esther,Marin,Cortes,76,151.8,58.4,65887563S,086445054124
1084,Female,Barcelona,Spain,Natalia,Dalmau,Rubio,21,166.1,65.6,91337922T,081797909416
1085,Male,Barcelona,Spain,Luis,Suarez,Rubio,52,177.8,75.4,63558431R,082703608419
1086,Male,Barcelona,Spain,Jordi,Cano,Planellas,42,169.1,90.7,89468635S,081208545904
1087,Male,Barcelona,Spain,Oriol,Gomez,Serrano,28,168.3,87.1,57422581E,087793149616
1088,Female,Barcelona,Spain,Sonia,Vidal,Delgado,58,154.3,55.2,20332178V,081825038090
1089,Female,Barcelona,Spain,Ariadna,Flores,Serra,57,166.3,76.3,23631951A,085669999367
1090,Female,Barcelona,Spain,Claudia,Cortes,Ruiz,78,163.9,67.1,19868085H,082065916877
1091,Female,Barcelona,Spain,Martina,Ramos,Cabrera,52,164.1,71.9,22026050P,081793851883
1092,Male,Barcelona,Spain,Gonzalo,Navarro,Serrano,79,169.3,74.1,88384672L,087820129558
1093,Female,Barcelona,Spain,Cristina,Moreno,Rodriguez,63,167.6,72.9,21562755W,086633918477
1094,Female,Barcelona,Spain,Silvia,Ruiz,Navarro,82,163.8,69.2,51267645R,081902868365
1095,Male,Barcelona,Spain,Ignacio,Ramos,Castillo,51,193.5,97.9,33720776Q,084741587816
1096,Male,Barcelona,Spain,Manuel,Alonso,Rubio,54,173.1,76,88428098K,082178988969
1097,Female,Barcelona,Spain,Raquel,Serra,Cortes,75,165,56.6,17015905E,081904964474
1098,Female,Barcelona,Spain,Irene,Iglesias,Dominguez,70,152.6,47.2,31375159P,081533979587
1099,Female,Barcelona,Spain,Esther,Dalmau,Serra,26,162.6,73.8,46631813A,086360939158
1100,Female,Barcelona,Spain,Dolores,Alonso,Puig,73,172.2,60.1,68885432H,087142319527
1101,Male,Barcelona,Spain,Pablo,Nuñez,Flores,54,170.5,84.5,33930307V,081723785248
1102,Female,Barcelona,Spain,Julia,Ramirez,Gutierrez,46,163.4,80.9,16194780C,084687687946
1103,Female,Barcelona,Spain,Ines,Lopez,Serra,43,171.7,83,18166883B,083060326222
1104,Male,Barcelona,Spain,Adrian,Bernat,Cano,22,168.5,69.6,71272349H,082333770253
1105,Female,Barcelona,Spain,Beatriz,Moreno,Perez,29,165.7,68.6,65398444Z,085573490835
1106,Female,Barcelona,Spain,Cristina,Gomez,Marin,73,164.8,71.2,11181727R,084640584039
1107,Female,Barcelona,Spain,Gemma,Ramirez,Torres,38,164.8,69.8,87873725V,083426957021
1108,Male,Barcelona,Spain,Jose Luis,Marti,Dalmau,39,173,85.3,13339966N,089068268267
1109,Male,Barcelona,Spain,Daniel,Cabrera,Gomez,20,172.1,80,96327766V,089386173239
1110,Male,Barcelona,Spain,Roberto,Ferrer,Jimenez,76,178.9,84.5,60996444F,085677776343
1111,Female,Barcelona,Spain,Aina,Font,Cruz,43,157.1,52.7,17411335J,081433477584
1112,Female,Barcelona,Spain,Natalia,Martinez,Riera,51,158.1,57.3,92176530M,085625345217
1113,Female,Barcelona,Spain,Neus,Mendez,Pascual,35,156,56.2,67999130K,082794570672
1114,Male,Barcelona,Spain,Adrian,Serra,Ramos,36,183,92.1,14818988L,083207676292
1115,Female,Barcelona,Spain,Alba,Nuñez,Sanchez,22,167.9,71.6,15218390A,089419975820
1116,Female,Barcelona,Spain,Berta,Santos,Nuñez,33,165.9,57.7,99678068R,083266870342
1117,Male,Barcelona,Spain,Marcos,Vidales,Planellas,44,183.8,69.8,25434772S,088122901621
1118,Male,Barcelona,Spain,Oriol,Gil,Prieto,27,168.6,66.1,48572486M,081827599702
1119,Female,Barcelona,Spain,Meritxell,Gomez,Gisbert,46,164.5,80.9,73383068G,084205771536
1120,Female,Barcelona,Spain,Miriam,Gisbert,Ramirez,70,162.8,70.9,44496966Q,081933876134
